Category,Message,tokenize,proc_message
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 150 sptyrone,"['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'algarv', 'txt', 'ansr', '82277', '150', 'sptyron']",sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr 82277 150 sptyron
spam,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p,"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dog', 'locat', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dog', 'network', 'bt', 'txting', 'gravel', '69888', 'nt', 'ec2a', '31pmsg150p']",want 2 get laid tonight want real dog locat sent direct 2 ur mob join uk largest dog network bt txting gravel 69888 nt ec2a 31pmsg150p
ham,i only haf msn its yijuehotmailcom,"['haf', 'msn', 'yijuehotmailcom']",haf msn yijuehotmailcom
ham,he is there you call and meet him,"['call', 'meet']",call meet
ham,no no i will check all rooms befor activities,"['check', 'room', 'befor', 'activ']",check room befor activ
spam,youll not rcv any more msgs from the chat svc for free hardcore services text go to 69988 if u get nothing u must age verify with yr network  try again,"['youll', 'rcv', 'msg', 'chat', 'svc', 'free', 'hardcor', 'servic', 'text', 'go', '69988', 'u', 'get', 'noth', 'u', 'must', 'age', 'verifi', 'yr', 'network', 'tri']",youll rcv msg chat svc free hardcor servic text go 69988 u get noth u must age verifi yr network tri
ham,got c i lazy to type i forgot ü in lect i saw a pouch but like not v nice,"['got', 'c', 'lazi', 'type', 'forgot', 'ü', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']",got c lazi type forgot ü lect saw pouch like v nice
ham,k text me when youre on the way,"['k', 'text', 'your', 'way']",k text your way
ham,sir waiting for your mail,"['sir', 'wait', 'mail']",sir wait mail
ham,a swt thought nver get tired of doing little things 4 lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni8,"['swt', 'thought', 'nver', 'get', 'tire', 'littl', 'thing', '4', 'lovabl', 'person', 'cozsomtim', 'littl', 'thing', 'occupi', 'biggest', 'part', 'heart', 'gud', 'ni8']",swt thought nver get tire littl thing 4 lovabl person cozsomtim littl thing occupi biggest part heart gud ni8
ham,i know you are can you pls open the back,"['know', 'pl', 'open', 'back']",know pl open back
ham,yes see ya not on the dot,"['ye', 'see', 'ya', 'dot']",ye see ya dot
ham,whats the staff name who is taking class for us,"['what', 'staff', 'name', 'take', 'class', 'us']",what staff name take class us
spam,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end,"['freemsg', 'havent', 'repli', 'text', 'im', 'randi', 'sexi', 'femal', 'live', 'local', 'luv', 'hear', 'u', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'repli', 'stop', 'end']",freemsg havent repli text im randi sexi femal live local luv hear u netcollex ltd 08700621170150p per msg repli stop end
ham,ummmawill call after check inour life will begin from qatar so pls pray very hard,"['ummmawil', 'call', 'check', 'inour', 'life', 'begin', 'qatar', 'pl', 'pray', 'hard']",ummmawil call check inour life begin qatar pl pray hard
ham,ki deleted my contact that why,"['ki', 'delet', 'contact']",ki delet contact
ham,sindu got job in birla soft ,"['sindu', 'got', 'job', 'birla', 'soft']",sindu got job birla soft
ham,the wine is flowing and im i have nevering,"['wine', 'flow', 'im', 'never']",wine flow im never
ham,yup i thk cine is better cos no need 2 go down 2 plaza mah,"['yup', 'thk', 'cine', 'better', 'co', 'need', '2', 'go', '2', 'plaza', 'mah']",yup thk cine better co need 2 go 2 plaza mah
ham,ok ur typical reply,"['ok', 'ur', 'typic', 'repli']",ok ur typic repli
ham,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,"['everywher', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometim', 'open', 'mouth', 'come', 'flow', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'ill', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'becom', 'one']",everywher dirt floor window even shirt sometim open mouth come flow dream world without half chore time joy lot tv show ill see guess like thing must exist like rain hail mist time done becom one
ham,aaooooright are you at work,"['aaooooright', 'work']",aaooooright work
ham,im leaving my house now,"['im', 'leav', 'hous']",im leav hous
ham,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me ,"['hello', 'love', 'get', 'interview', 'today', 'happi', 'good', 'boy', 'think', 'mear', 'miss']",hello love get interview today happi good boy think mear miss
spam,customer service annoncement you have a new years delivery waiting for you please call 07046744435 now to arrange delivery,"['custom', 'servic', 'annonc', 'new', 'year', 'deliveri', 'wait', 'pleas', 'call', '07046744435', 'arrang', 'deliveri']",custom servic annonc new year deliveri wait pleas call 07046744435 arrang deliveri
spam,you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810,"['winner', 'u', 'special', 'select', '2', 'receiv', '1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'oper', '2', 'claim', '0871277810810']",winner u special select 2 receiv 1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810810
ham,keep yourself safe for me because i need you and i miss you already and i envy everyone that sees you in real life,"['keep', 'safe', 'need', 'miss', 'alreadi', 'envi', 'everyon', 'see', 'real', 'life']",keep safe need miss alreadi envi everyon see real life
ham,new car and house for my parentsi have only new job in hand,"['new', 'car', 'hous', 'parentsi', 'new', 'job', 'hand']",new car hous parentsi new job hand
ham,im so in love with you im excited each day i spend with you you make me so happy,"['im', 'love', 'im', 'excit', 'day', 'spend', 'make', 'happi']",im love im excit day spend make happi
spam,pls stop bootydelious 32f is inviting you to be her friend reply yes434 or no434 see her wwwsmsacubootydelious stop send stop frnd to 62468,"['pl', 'stop', 'bootydeli', '32f', 'invit', 'friend', 'repli', 'yes434', 'no434', 'see', 'wwwsmsacubootydeli', 'stop', 'send', 'stop', 'frnd', '62468']",pl stop bootydeli 32f invit friend repli yes434 no434 see wwwsmsacubootydeli stop send stop frnd 62468
spam,bangbabes ur order is on the way u should receive a service msg 2 download ur content if u do not goto wap bangb tv on ur mobile internetservice menu,"['bangbab', 'ur', 'order', 'way', 'u', 'receiv', 'servic', 'msg', '2', 'download', 'ur', 'content', 'u', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobil', 'internetservic', 'menu']",bangbab ur order way u receiv servic msg 2 download ur content u goto wap bangb tv ur mobil internetservic menu
ham,i place all ur points on e cultures module already,"['place', 'ur', 'point', 'e', 'cultur', 'modul', 'alreadi']",place ur point e cultur modul alreadi
spam,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call 09061701939 claim code s89 valid 12hrs only,"['urgent', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', '900', 'prize', 'guarante', 'call', '09061701939', 'claim', 'code', 's89', 'valid', '12hr']",urgent tri contact last weekend draw show 900 prize guarante call 09061701939 claim code s89 valid 12hr
ham,hi frnd which is best way to avoid missunderstding wit our beloved ones,"['hi', 'frnd', 'best', 'way', 'avoid', 'missunderstd', 'wit', 'belov', 'one']",hi frnd best way avoid missunderstd wit belov one
ham,great escape i fancy the bridge but needs her lager see you tomo,"['great', 'escap', 'fanci', 'bridg', 'need', 'lager', 'see', 'tomo']",great escap fanci bridg need lager see tomo
ham,yes it completely in out of formclark also utter waste,"['ye', 'complet', 'formclark', 'also', 'utter', 'wast']",ye complet formclark also utter wast
ham,sir i need axis bank account no and bank address,"['sir', 'need', 'axi', 'bank', 'account', 'bank', 'address']",sir need axi bank account bank address
ham,hmmm thk sure got time to hop ard ya can go 4 free abt muz call u to discuss liao,"['hmmm', 'thk', 'sure', 'got', 'time', 'hop', 'ard', 'ya', 'go', '4', 'free', 'abt', 'muz', 'call', 'u', 'discuss', 'liao']",hmmm thk sure got time hop ard ya go 4 free abt muz call u discuss liao
ham,what time you coming down later,"['time', 'come', 'later']",time come later
ham,bloody hell cant believe you forgot my surname mr  ill give u a clue its spanish and begins with m,"['bloodi', 'hell', 'cant', 'believ', 'forgot', 'surnam', 'mr', 'ill', 'give', 'u', 'clue', 'spanish', 'begin']",bloodi hell cant believ forgot surnam mr ill give u clue spanish begin
ham,well im gonna finish my bath now have a goodfine night,"['well', 'im', 'gon', 'na', 'finish', 'bath', 'goodfin', 'night']",well im gon na finish bath goodfin night
ham,let me know when youve got the money so carlos can make the call,"['let', 'know', 'youv', 'got', 'money', 'carlo', 'make', 'call']",let know youv got money carlo make call
ham,u still going to the mall,"['u', 'still', 'go', 'mall']",u still go mall
ham,turns out my friends are staying for the whole show and wont be back til  ltgt  so feel free to go ahead and smoke that  ltgt  worth,"['turn', 'friend', 'stay', 'whole', 'show', 'wont', 'back', 'til', 'ltgt', 'feel', 'free', 'go', 'ahead', 'smoke', 'ltgt', 'worth']",turn friend stay whole show wont back til ltgt feel free go ahead smoke ltgt worth
ham,text her if she doesnt reply let me know so i can have her log in,"['text', 'doesnt', 'repli', 'let', 'know', 'log']",text doesnt repli let know log
ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,"['hi', 'spoke', 'maneesha', 'v', 'wed', 'like', 'know', 'satisfi', 'experi', 'repli', 'toll', 'free', 'ye']",hi spoke maneesha v wed like know satisfi experi repli toll free ye
ham,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr8 weekend,"['lift', 'hope', 'offer', 'money', 'need', 'especi', 'end', 'month', 'approach', 'hurt', 'studi', 'anyway', 'gr8', 'weekend']",lift hope offer money need especi end month approach hurt studi anyway gr8 weekend
ham,lol no u can trust me,"['lol', 'u', 'trust']",lol u trust
ham,ok i am a gentleman and will treat you with dignity and respect,"['ok', 'gentleman', 'treat', 'digniti', 'respect']",ok gentleman treat digniti respect
ham,he will you guys close,"['guy', 'close']",guy close
ham,going on nothing greatbye,"['go', 'noth', 'greatby']",go noth greatby
ham,hello handsome  are you finding that job  not being lazy  working towards getting back that net for mummy  wheres my boytoy now  does he miss me ,"['hello', 'handsom', 'find', 'job', 'lazi', 'work', 'toward', 'get', 'back', 'net', 'mummi', 'where', 'boytoy', 'miss']",hello handsom find job lazi work toward get back net mummi where boytoy miss
ham,haha awesome be there in a minute,"['haha', 'awesom', 'minut']",haha awesom minut
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize,"['pleas', 'call', 'custom', 'servic', 'repres', 'freephon', '0808', '145', '4742', '9am11pm', 'guarante', '1000', 'cash', '5000', 'prize']",pleas call custom servic repres freephon 0808 145 4742 9am11pm guarante 1000 cash 5000 prize
ham,have you got xmas radio times if not i will get it now,"['got', 'xma', 'radio', 'time', 'get']",got xma radio time get
ham,i jus reached home i go bathe first but my sis using net tell u when she finishes k,"['ju', 'reach', 'home', 'go', 'bath', 'first', 'si', 'use', 'net', 'tell', 'u', 'finish', 'k']",ju reach home go bath first si use net tell u finish k
spam,are you unique enough find out from 30th august wwwareyouuniquecouk,"['uniqu', 'enough', 'find', '30th', 'august', 'wwwareyouuniquecouk']",uniqu enough find 30th august wwwareyouuniquecouk
ham,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,"['im', 'sorri', 'ive', 'join', 'leagu', 'peopl', 'dont', 'keep', 'touch', 'mean', 'great', 'deal', 'friend', 'time', 'even', 'great', 'person', 'cost', 'great', 'week']",im sorri ive join leagu peopl dont keep touch mean great deal friend time even great person cost great week
ham,hi finally i completed the course,"['hi', 'final', 'complet', 'cours']",hi final complet cours
ham,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,"['stop', 'howev', 'suggest', 'stay', 'someon', 'abl', 'give', 'or', 'everi', 'stool']",stop howev suggest stay someon abl give or everi stool
ham,how are you doing hope youve settled in for the new school year just wishin you a gr8 day,"['hope', 'youv', 'settl', 'new', 'school', 'year', 'wishin', 'gr8', 'day']",hope youv settl new school year wishin gr8 day
ham,gud mrng dear hav a nice day,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']",gud mrng dear hav nice day
ham,did u got that persons story,"['u', 'got', 'person', 'stori']",u got person stori
ham,is your hamster dead hey so tmr i meet you at 1pm orchard mrt,"['hamster', 'dead', 'hey', 'tmr', 'meet', '1pm', 'orchard', 'mrt']",hamster dead hey tmr meet 1pm orchard mrt
ham,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can  xxx,"['hi', 'kate', 'even', 'hope', 'see', 'tomorrow', 'bit', 'bloodi', 'babyjontet', 'txt', 'back', 'u', 'xxx']",hi kate even hope see tomorrow bit bloodi babyjontet txt back u xxx
